"file","buffer","exact","max_absolute","mean_absolute","nonfinite_mismatch","changed_samples","worst_linear_index","attributes_identical"
"grid100k-800-800-1-1-image.rds","image",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","r",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","g",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","b",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","a",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","amb",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","depth",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","linear_depth",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","normalx",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","normaly",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","normalz",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","positionx",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","positiony",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","positionz",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","uvx",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","uvy",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-buffers.rds","uvz",TRUE,0,0,0,0,1,TRUE
"grid1m-800-800-1-1-image.rds","image",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","r",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","g",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","b",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","a",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","amb",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","depth",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","linear_depth",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","normalx",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","normaly",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","normalz",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","positionx",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","positiony",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","positionz",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","uvx",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","uvy",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-buffers.rds","uvz",TRUE,0,0,0,0,1,TRUE
"grid500k-800-800-1-1-image.rds","image",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","r",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","g",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","b",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","a",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","amb",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","depth",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","linear_depth",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","normalx",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","normaly",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","normalz",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","positionx",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","positiony",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","positionz",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","uvx",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","uvy",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-buffers.rds","uvz",TRUE,0,0,0,0,1,TRUE
"occluded-800-800-1-1-image.rds","image",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","r",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","g",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","b",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","a",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","amb",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","depth",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","linear_depth",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","normalx",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","normaly",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","normalz",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","positionx",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","positiony",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","positionz",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","uvx",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","uvy",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-buffers.rds","uvz",TRUE,0,0,0,0,1,TRUE
"shadow-800-800-1-1-image.rds","image",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","r",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","g",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","b",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","a",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","amb",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","depth",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","linear_depth",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","normalx",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","normaly",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","normalz",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","positionx",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","positiony",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","positionz",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","uvx",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","uvy",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-buffers.rds","uvz",TRUE,0,0,0,0,1,TRUE
"small-800-800-1-1-image.rds","image",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","r",FALSE,0.0211329500679257,0.000143280935969905,0,124764,504555,TRUE
"ssao-800-800-1-1-buffers.rds","g",FALSE,0.0211329500679257,0.000143280935969905,0,124764,504555,TRUE
"ssao-800-800-1-1-buffers.rds","b",FALSE,0.0211329500679257,0.000143280935969905,0,124764,504555,TRUE
"ssao-800-800-1-1-buffers.rds","a",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","amb",FALSE,0.0520995923884008,0.00119356515888474,0,343724,334282,TRUE
"ssao-800-800-1-1-buffers.rds","depth",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","linear_depth",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","normalx",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","normaly",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","normalz",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","positionx",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","positiony",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","positionz",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","uvx",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","uvy",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-buffers.rds","uvz",TRUE,0,0,0,0,1,TRUE
"ssao-800-800-1-1-image.rds","image",FALSE,0.024334813986091,6.84250789902259e-05,0,374292,443370,TRUE
"toon-800-800-1-1-buffers.rds","r",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","g",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","b",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","a",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","amb",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","depth",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","linear_depth",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","normalx",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","normaly",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","normalz",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","positionx",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","positiony",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","positionz",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","uvx",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","uvy",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-buffers.rds","uvz",TRUE,0,0,0,0,1,TRUE
"toon-800-800-1-1-image.rds","image",TRUE,0,0,0,0,1,TRUE
